id,en,de,answer,,
84,"There is no need to build an enormous, unwieldy technological infrastructure that will inevitably be expanded to keep records of individuals' everyday comings and goings.","Es bestehe keine Notwendigkeit, eine gigantische, sperrige technologische Infrastruktur aufzubauen, die unweigerlich dazu verwendet werden würde, Daten über die täglichen Bewegungen von Einzelpersonen zu erfassen.","Es ist nicht erforderlich, eine riesige, unhandliche technische Infrastruktur aufzubauen, die unvermeidlich erweitert werden muss, um Aufzeichnungen über die täglichen An- und Abreisen von Einzelpersonen zu führen.",,
85,"Nevada is among several states now scrambling to find affordable technology that would allow the state to keep track of how many miles a car is being driven, but not exactly where and at what time.","Nevada gehört zu einer Reihe von Bundesstaaten, die nun nach erschwinglicher Technologie Ausschau halten, mit der der Staat die gefahrenen Kilometer erfassen kann, aber nicht genau wann und wo.","Die Nevada ist unter anderem mehrere Staaten, die versuchen, erschwingliche Technologie zu finden, um dem Staat die Verfolgung der Fahrstrecken eines Fahrzeugs zu ermöglichen, ohne jedoch genau zu wissen, wo und zu welcher Zeit.",,
86,"If you can do that, Khan said, the public gets more comfortable.","Damit, so Khan, wäre auch die Öffentlichkeit beruhigter.","Wenn Sie das tun können, sagte Khan, die Öffentlichkeit wird komfortabler.",,
87,The hunt for that technology has led some state agencies to a small California startup called True Mileage.,Die Jagd nach dieser Technologie hat einige Behörden zu einem kleinen Startup-Unternehmen namens True Mileage in Kalifornien geführt.,Die Suche nach dieser Technologie hat einige staatliche Behörden zu einem kleinen kalifornischen Startup namens True Mileage geführt.,,
88,The firm was not originally in the business of helping states tax drivers.,"Die Firma ist ursprünglich nicht angetreten, um Bundesstaaten bei der Besteuerung von Autofahrern zu helfen.",Das Unternehmen war ursprünglich nicht im Geschäft der Steuererklärungsberatung tätig.,,
89,"It was seeking to break into an emerging market in auto insurance, in which drivers would pay based on their mileage.","Vielmehr war es ihr Ziel, in einem aufstrebenden Markt für Kfz-Versicherungen Fuß zu fassen, bei denen Fahrer auf Grundlage der gefahrenen Meilen zahlen sollen.","Es versuchte, in ein aufstrebendes Marktsegment im Automobilversicherungsbereich einzutreten, in dem Fahrer nach Kilometerstand bezahlt wurden.",,
90,"But the devices it is testing appeal to highway planners because they don't use GPS and deliver a limited amount of information, uploaded periodically by modem.","Doch die von ihr getesteten Geräte sind auch für die Straßenplaner interessant, denn sie arbeiten nicht mit GPS und liefern nur begrenzte Informationen, die regelmäßig per Modem hochgeladen werden.","Die Geräte, die diese Geräte testen, sind für Straßenplaner attraktiv, da sie GPS verwenden und nur begrenzt Informationen liefern, die periodisch über ein Modem hochgeladen werden.",,
91,"""People will be more willing to do this if you do not track their speed and you do not track their location,"" said Ryan Morrison, chief executive of True Mileage.","„Die Leute sind eher bereit, sich daran zu beteiligen, wenn ihre Geschwindigkeit und Standorte nicht aufgezeichnet werden“, erklärte Ryan Morrison, Geschäftsführer von True Mileage.","""Leute werden eher bereit sein, dies zu tun, wenn Sie ihre Geschwindigkeit und ihren Standort nicht verfolgen.""",,
92,There have been some big mistakes in some of these state pilot programs.,In einigen dieser öffentlichen Pilotprogramme wurden große Fehler gemacht.,Es gab einige größere Fehler in einigen dieser Pilotprogramme.,,
93,There are a lot less expensive and less intrusive ways to do this.,"Es gibt wesentlich billigere und weniger intrusive Möglichkeiten, dies umzusetzen.","Es gibt weniger teure und weniger intrusive Methoden, um dies zu tun.",,
94,"In Oregon, planners are experimenting with giving drivers different choices.","In Oregon experimentieren die Planer damit, Autofahrern eine Reihe von Auswahlmöglichkeiten zu geben.",InOregon werden Planer mit unterschiedlichen Optionen für Fahrer experimentieren.,,
95,They can choose a device with or without GPS.,Sie können sich für ein Gerät mit oder ohne GPS entscheiden.,Sie können ein Gerät mit oder ohne GPS wählen.,,
96,"Or they can choose not to have a device at all, opting instead to pay a flat fee based on the average number of miles driven by all state residents.",Oder sie wählen überhaupt kein Gerät und zahlen stattdessen eine Pauschalgebühr auf Grundlage der durchschnittlich von allen Einwohnern des Bundesstaates gefahrenen Meilen.,"Sie können sich auch entscheiden, kein Gerät zu haben, sondern stattdessen eine monatliche Gebühr basierend auf der durchschnittlichen Anzahl der gefahrenen Meilen aller Bewohner des Staates zu zahlen.",,
97,"Other places are hoping to sell the concept to a wary public by having the devices do more, not less.","Andere Stellen hoffen, das Konzept einer misstrauischen Öffentlichkeit verkaufen zu können, indem sie die Geräte mit mehr Funktionen ausstatten als mit wenigeren.","Andere Orte hoffen, die Idee an eine vorsichtige Öffentlichkeit zu verkaufen, indem die Geräte mehr tun, nicht weniger.",,
98,"In New York City, transportation officials are seeking to develop a taxing device that would also be equipped to pay parking meter fees, provide ""pay-as-you-drive"" insurance, and create a pool of real-time speed data from other drivers that motorists could use to avoid traffic.","In New York City wollen Verkehrsbeamte ein Gerät zur Besteuerung entwickeln, mit dem sich auch Parkgebühren bezahlen lassen, eine Versicherung nur für gefahrene Kilometer bezahlt werden muss und Geschwindigkeitsdaten von anderen Fahrzeugen in Echtzeit erhoben werden, dank derer Autofahrer Staus ausweichen können.","In 뉴욕 시에서, 교통 당국은 요금 부과 장치 개발을 시도하고 있으며, 주차 요금 결제, ""주행 요금"" 보험 제공, 그리고 다른 운전자의 실시간 속도 데이터를 활용하여 운전자가 교통 체증을 피할 수 있도록 하는 실시간 교통 데이터 풀을 구축하는 것을 목표로 합니다.",,
99,"""Motorists would be attracted to participate because of the value of the benefits it offers to them,"" says a city planning document.","„Autofahrer würden durch den Mehrwert der Vorteile, die das System bietet, zur Teilnahme motiviert“, heißt es in einem Planungsdokument der Stadt.","""Fahrer würden sich aufgrund des Wertes der Vorteile, die sie ihnen bietet, für die Teilnahme begeistern.""",,
100,"Some transportation planners, though, wonder if all the talk about paying by the mile is just a giant distraction.","Einige Verkehrsplaner fragen sich allerdings, ob das ganze Gerede über das Bezahlen pro Meile nicht nur ein riesiges Ablenkungsmanöver sei.","Einige Transportplaner fragen sich, ob die Diskussion über die Bezahlung pro Kilometer einfach nur eine Ablenkung ist.",,
101,"At the Metropolitan Transportation Commission in the San Francisco Bay Area, officials say Congress could very simply deal with the bankrupt Highway Trust Fund by raising gas taxes.","Bei der Metropolitan Transportation Commission für das Gebiet der San Francisco Bay erklärten Beamte, der Kongress könne das Problem des bankrotten Highway Trust Fund einfach durch Erhöhung der Kraftstoffsteuer lösen.","Amt für öffentliche Verkehrsmittel in San Francisco, Kalifornien, sagt, dass der Kongress die Finanzierung des Highway Trust Fonds sehr einfach durch Erhöhung der Kraftstoffsteuern lösen könnte.",,
102,"An extra one-time or annual levy could be imposed on drivers of hybrids and others whose vehicles don't use much gas, so they pay their fair share.","Eine zusätzliche einmalige Gebühr oder eine jährliche Abgabe könnte Autofahrern mit Hybridfahrzeugen oder anderen Fahrzeugen, die wenig Benzin verbrauchen, auferlegt werden, sodass auch diese einen fairen Anteil zahlen.","Eine zusätzliche einmalige oder jährliche Gebühr könnte für Fahrer von Hybriden und anderen Fahrzeugen erhoben werden, die wenig Kraftstoff verbrauchen, und sie zahlen ihren fairen Anteil.",,
103,"""There is no need for radical surgery when all you need to do is take an aspirin,"" said Randy Rentschler, the commission's director of legislation and public affairs.","„Es gibt keinen Grund für eine Operation, wenn ein Aspirin auch ausreicht“, erläutert Randy Rentschler, der Leiter für Gesetzgebung und öffentliche Angelegenheiten der Kommission.","Es ist keine Notwendigkeit für radikale Operationen, wenn man nur ein Aspirin nehmen muss, sagte Randy Rentschler, der Leiter der Gesetzgebung und Öffentlichkeitsarbeit der Kommission.",,
104,"If we do this, hundreds of millions of drivers will be concerned about their privacy and a host of other things.","Wenn wir das tun, machen sich Hunderte Millionen von Autofahrern sorgen über ihre Privatsphäre und zahlreiche andere Dinge.","Wenn wir dies tun, werden Hundert Millionen von Fahrern Sorgen um ihre Privatsphäre und eine Reihe anderer Dinge haben.",,
105,Königsfeld: Small team gives a spirited performance,Königsfeld: Kleine Mannschaft schlägt sich wacker,Königsfeld: Ein kleines Team lieferte eine aufregende Leistung.,,
106,The voluntary fire service bravely came through the main autumn test run in spite of a lack of personnel.,Die Freiwillige Feuerwehr bewältigte ihre Herbsthauptprobe trotz Personalmangels mit Bravour.,Die ehrenamtliche Feuerwehr kam trotz fehlender Personalstärke erfolgreich durch den Haupttestlauf im Herbst.,,
107,Only eleven men took part in the exercise.,Nur elf Mann nahmen an der Übung teil.,Nur elf Männer nahmen teil.,,
108,"For the training exercise, department commander, Hans Kammerer, chose the Feder premises on Burgberger Strasse.",Abteilungskommandant Hans Kammerer hatte sich in seiner Übungsannahme das Anwesen Feder in der Burgberger Straße ausgesucht.,Der Leiter des Abteilungskomitees wählte die Feder-Standorte auf Burgberger Straße.,,
109,A short-circuit was reported to have occurred there during sawing.,Dort soll beim Sägen ein Kurzschluss entstanden sein.,Ein Kurzschluss ist aufgetreten.,,
110,"Two people were injured by the resulting fire and the spread of smoke, however, one was able to make an emergency call.","Durch den entstehenden Brand und die Rauchentwicklung wurden zwei Menschen verletzt, einer davon konnte aber noch einen Notruf absenden.","Zwei Personen wurden durch den daraus resultierenden Brand und die Ausbreitung des Rauchs verletzt, doch einer konnte eine Notrufnummer absetzen.",,
111,Two fire fighters equipped with respiratory gear prepared to enter the building following the initial inspection of the situation by Hans Kammerer.,"Zwei Atemschutzträger der Wehr machten sich nach der ersten Überprüfung der Sachlage durch Hans Kammerer bereit, das Gebäude zu betreten.","Zwei Feuerwehrleute, das Personal mit Atemschutz, bereiteten sich auf den Einzug in das Gebäude nach der ersten Inspektion des Lagefeldes durch Hans Kammerners vor.",,
112,After a short time they managed to find the first person and direct them out of the building.,"Nach kurzer Zeit gelang es, die erste Person zu finden und ins Freie zu geleiten.",Nach kurzem Zeitaufwand konnten sie die erste Person finden und sie aus dem Gebäude leiten.,,
113,The second person had to be carried.,Die zweite Person musste getragen werden.,Die zweite Person musste transportiert werden.,,
114,This was not so simple as they also had to negotiate a narrow stairwell.,"Dies war nicht so einfach, da auch eine enge Treppe zu überwinden war.",Diese war nicht so einfach wie auch eine enge Treppe zu verhandeln.,,
115,"The building, a workshop with integrated stabling for two horses, was not easy to secure.","Das Gebäude, eine Werkstatt mit integrierter Stallung für zwei Pferde, war nicht einfach zu sichern.","Das Gebäude, ein Werkstätten mit integriertem Stall für zwei Pferde, war schwer zu sichern.",,
116,There were large quantities of wood and bales of straw stored inside.,Es lagerte viel Holz und auch Strohballen darin.,Es gab große Mengen an Holz und Strohstapeln im Inneren.,,
117,"In addition to this, there were also electrical machines for wood processing.",Weiter gab es noch elektrische Maschinen zur Holzbearbeitung.,Es gab zusätzlich auch elektrische Maschinen zur Holzverarbeitung.,,
118,The first attempt to extinguish the fire was made using the tank on the fire engine.,Der erste Löschangriff erfolgte über den Tank im Fahrzeug.,"Der erste Versuch, das Feuer zu löschen, erfolgte mit dem Tank des Feuerwagens.",,
119,Another line was taken from the surface hydrant around 100 metres away.,Eine weitere Leitung erfolgte über einen Überflur- Hydranten in rund 100 Meter Entfernung.,Eine weitere Linie wurde von der Oberfläche des Wasserhahns in etwa hundert Metern Entfernung genommen.,,
